step,replica_0_potential_energy_per_atom,replica_1_potential_energy_per_atom,replica_2_potential_energy_per_atom,replica_3_potential_energy_per_atom,replica_4_potential_energy_per_atom,replica_0_coordination_number,replica_1_coordination_number,replica_2_coordination_number,replica_3_coordination_number,replica_4_coordination_number
9240,-5.2668769206,-5.43995683559,-5.39841978379,-5.47275722124,-5.60033632426,11.962962963,12.2222222222,12.3888888889,12.3703703704,12.4444444444
9260,-5.22783430558,-5.42300539191,-5.3079700633,-5.38805961062,-5.57124207165,11.962962963,12.2222222222,12.3333333333,12.3333333333,12.4814814815
9280,-5.20618102628,-5.52343125644,-5.3055951829,-5.36290451286,-5.55706944956,11.9259259259,12.3703703704,12.2222222222,12.3148148148,12.4814814815
9300,-5.19239901053,-5.44340260211,-5.46007829469,-5.51773461567,-5.43262787299,11.8888888889,12.3703703704,12.3333333333,12.2592592593,12.4814814815
9320,-5.256559491,-5.43720977167,-5.46855225016,-5.46618401457,-5.52419872082,11.8888888889,12.4074074074,12.4259259259,12.2777777778,12.4444444444
9340,-5.20449500612,-5.49543161627,-5.40941639152,-5.44831210159,-5.56483344666,11.962962963,12.3703703704,12.5,12.1851851852,12.4814814815
9360,-5.18165906382,-5.43322799537,-5.41610807945,-5.46900518096,-5.58194826883,12.0925925926,12.5555555556,12.537037037,12.2777777778,12.4074074074
9380,-5.20986221854,-5.45555170353,-5.49202831285,-5.46729974883,-5.4515754599,11.9444444444,12.3888888889,12.4814814815,12.2962962963,12.3888888889
9400,-5.20817936254,-5.44310177432,-5.44010111771,-5.54359076783,-5.43831624132,11.9074074074,12.3888888889,12.3703703704,12.4074074074,12.2592592593
9420,-5.14851240673,-5.47301863249,-5.32954391099,-5.51460034513,-5.48688352923,11.9814814815,12.3888888889,12.3333333333,12.4074074074,12.2962962963
9440,-5.22313380088,-5.47029593185,-5.40884820572,-5.37966469264,-5.51840611794,12,12.2777777778,12.1851851852,12.2592592593,12.2962962963
9460,-5.1588648231,-5.50485227204,-5.32611503654,-5.36044701706,-5.50842893486,11.9814814815,12.3333333333,12.1851851852,12.3888888889,12.3703703704
9480,-5.15844110354,-5.52992361026,-5.29077212566,-5.31483174412,-5.49098383211,11.9814814815,12.462962963,12.1851851852,12.3148148148,12.2592592593
9500,-5.1263620314,-5.44434317637,-5.38589577486,-5.30682177511,-5.5653684121,12.0555555556,12.4259259259,12.2037037037,12.2592592593,12.4444444444
9520,-5.27235816936,-5.47296808363,-5.40790901813,-5.40601660977,-5.59368130581,11.9814814815,12.5185185185,12.2592592593,12.3148148148,12.5555555556
9540,-5.1794199676,-5.4929421206,-5.4661401941,-5.43607142328,-5.63251543886,11.962962963,12.4259259259,12.3518518519,12.3333333333,12.6851851852
9560,-5.13026039949,-5.51654190063,-5.39417399748,-5.40548615888,-5.61105632357,12.1481481481,12.5185185185,12.4444444444,12.537037037,12.6111111111
9580,-5.23991055448,-5.49016889785,-5.41931876499,-5.44355831276,-5.5533515478,12.2222222222,12.4259259259,12.3148148148,12.537037037,12.6111111111
9600,-5.2888659741,-5.49589740738,-5.34267814179,-5.48818865605,-5.5670626492,12.1851851852,12.4074074074,12.4444444444,12.5925925926,12.5185185185
9620,-5.26486881884,-5.64299863472,-5.41964670853,-5.44749871836,-5.66120906342,12.1296296296,12.3888888889,12.3518518519,12.6481481481,12.4259259259
9640,-5.25153568063,-5.64410491271,-5.39206162436,-5.47383096062,-5.66859443879,12.0925925926,12.3148148148,12.4259259259,12.6296296296,12.4074074074
9660,-5.19774032688,-5.56688470987,-5.4841690402,-5.44691257,-5.58033136511,12.037037037,12.3703703704,12.1851851852,12.4259259259,12.3518518519
9680,-5.33516047906,-5.60375548101,-5.52543422636,-5.40859061678,-5.61998572999,11.962962963,12.2407407407,12.3148148148,12.3518518519,12.3148148148
9700,-5.385183693,-5.69580133928,-5.53349367228,-5.47170417424,-5.61001256751,12,12.2037037037,12.2962962963,12.3703703704,12.2962962963
9720,-5.37955705266,-5.70655734124,-5.441355969,-5.45602213677,-5.51759879402,11.9814814815,12.2962962963,12.2222222222,12.3703703704,12.4259259259
9740,-5.29542902653,-5.69617304871,-5.4236165917,-5.34241743504,-5.52321531311,11.9814814815,12.2407407407,12.2222222222,12.4444444444,12.4074074074
9760,-5.41348796701,-5.62686816935,-5.48779432768,-5.35670922768,-5.54143159396,12.037037037,12.2222222222,12.3148148148,12.5740740741,12.4074074074
9780,-5.38243892091,-5.53349125353,-5.45862895652,-5.34791070037,-5.50683752595,12.0925925926,12.2222222222,12.3333333333,12.4259259259,12.4444444444
9800,-5.27270272332,-5.5734834238,-5.48071331587,-5.49082442528,-5.53931279755,12.0925925926,12.2222222222,12.2777777778,12.4814814815,12.2962962963
9820,-5.25016343504,-5.5498219298,-5.45021914134,-5.45590436381,-5.55602239195,12.1851851852,12.3518518519,12.4444444444,12.3703703704,12.1851851852
9840,-5.30837353582,-5.50452289182,-5.50992527552,-5.41076267903,-5.5739456289,12.2037037037,12.1851851852,12.3888888889,12.3333333333,12.2962962963
9860,-5.26096752133,-5.52076890368,-5.4402391746,-5.40554530622,-5.61141093628,12.1481481481,12.1666666667,12.4074074074,12.3518518519,12.2777777778
9880,-5.26336717001,-5.61740902903,-5.53882327837,-5.51234865235,-5.57540803125,12.2222222222,12.1296296296,12.2407407407,12.3703703704,12.2592592593
9900,-5.30201944068,-5.54317499295,-5.50357858081,-5.47260399219,-5.50916534073,12.1666666667,12.2407407407,12.2962962963,12.3333333333,12.3333333333
9920,-5.39745151317,-5.52613257228,-5.44744516161,-5.51216095873,-5.55290119083,12,12.3148148148,12.1851851852,12.3148148148,12.3333333333
9940,-5.33007558864,-5.59974452975,-5.37311266791,-5.3778515488,-5.56665588886,12.0185185185,12.3148148148,12.2592592593,12.3148148148,12.3148148148
9960,-5.20222357447,-5.54204028952,-5.30309921124,-5.30062990508,-5.5696340167,12.0925925926,12.2407407407,12.3518518519,12.5185185185,12.4814814815
9980,-5.19945516192,-5.48353279304,-5.38180125535,-5.31485808657,-5.499935761,12,12.4074074074,12.2037037037,12.462962963,12.2777777778
10000,-5.24514245588,-5.48287470384,-5.45285135403,-5.37631543156,-5.44637743316,12,12.3518518519,12.2592592593,12.5,12.2407407407
10020,-5.20580261782,-5.51376812298,-5.4344724064,-5.38955227623,-5.5255406138,11.9814814815,12.3333333333,12.2222222222,12.462962963,12.1296296296
10040,-5.38998065798,-5.47443413442,-5.45903234225,-5.44000871975,-5.47637433183,11.962962963,12.3703703704,12.1666666667,12.5185185185,12.1666666667
10060,-5.34314951329,-5.60134125503,-5.46873437788,-5.40128376682,-5.45426545129,11.9444444444,12.3703703704,12.2407407407,12.5185185185,12.2592592593
10080,-5.34050559706,-5.6035867491,-5.46065764248,-5.44287339133,-5.46644145867,12.0925925926,12.462962963,12.2777777778,12.462962963,12.2592592593
10100,-5.32383357319,-5.52173325317,-5.44769095649,-5.4280977018,-5.52360101978,12.1481481481,12.3888888889,12.3333333333,12.3333333333,12.2962962963
10120,-5.35764812302,-5.50813713442,-5.44710546201,-5.32521914429,-5.55725807725,12.0185185185,12.3703703704,12.3703703704,12.3148148148,12.4074074074
10140,-5.32521369318,-5.53552539268,-5.47378879359,-5.31804240967,-5.52275627943,12.0185185185,12.4444444444,12.2592592593,12.2777777778,12.4444444444
10160,-5.32486512027,-5.52013795431,-5.47267712962,-5.41112374779,-5.53630816265,12,12.2962962963,12.1111111111,12.2592592593,12.3518518519
10180,-5.2950402028,-5.51464741,-5.35107762281,-5.49326667972,-5.52013640172,11.9814814815,12.2037037037,12.0740740741,12.2592592593,12.3148148148
10200,-5.20451254646,-5.59978253174,-5.32874835869,-5.47322355122,-5.58550583763,12.0555555556,12.2777777778,12.0555555556,12.2777777778,12.2592592593
10220,-5.21927739953,-5.654971907,-5.4260644127,-5.51040015599,-5.67346063586,12,12.3703703704,12.1481481481,12.2407407407,12.3703703704
10240,-5.22121780331,-5.63354935527,-5.48311914271,-5.46410035599,-5.58195632888,11.8888888889,12.3888888889,12.1481481481,12.3148148148,12.4444444444
10260,-5.26687836944,-5.52161806383,-5.4923201387,-5.39990101568,-5.47976909975,12.0925925926,12.3333333333,12.3518518519,12.3333333333,12.462962963
10280,-5.29770080813,-5.54477698045,-5.51184321981,-5.45699818342,-5.57173898286,11.9074074074,12.3888888889,12.4074074074,12.3333333333,12.3888888889
10300,-5.35686943929,-5.57417831552,-5.54366619792,-5.60756398184,-5.62244015422,11.9259259259,12.3888888889,12.537037037,12.2777777778,12.3518518519
10320,-5.27948345774,-5.59179298329,-5.47428028757,-5.49051080709,-5.44652190805,12.0740740741,12.3518518519,12.5,12.2592592593,12.3888888889
10340,-5.2208330358,-5.5121381723,-5.46053016526,-5.42830251943,-5.43087445639,12.0185185185,12.1851851852,12.4444444444,12.3888888889,12.3703703704
10360,-5.26272789543,-5.49554573125,-5.52715455046,-5.44473813668,-5.46777385319,12.0555555556,12.2962962963,12.3518518519,12.2962962963,12.4259259259
10380,-5.31507244426,-5.61702252479,-5.50651851239,-5.41550327572,-5.49806198439,12,12.2037037037,12.4074074074,12.2407407407,12.4444444444
10400,-5.26007468592,-5.60333631836,-5.4936277199,-5.48660409691,-5.46370305786,12.037037037,12.2407407407,12.462962963,12.2592592593,12.5185185185
10420,-5.29357235483,-5.60740291364,-5.52003772281,-5.42192138906,-5.48886639862,12.0555555556,12.2962962963,12.4814814815,12.3148148148,12.4444444444
10440,-5.23159336886,-5.53367748353,-5.56629695317,-5.4157749548,-5.51814270541,11.9814814815,12.2777777778,12.3518518519,12.1851851852,12.3148148148
10460,-5.26005029909,-5.54766298911,-5.5160963508,-5.49084923757,-5.45997121662,12.0740740741,12.2222222222,12.3888888889,12.2037037037,12.3148148148
10480,-5.23786033495,-5.61245449156,-5.59254857489,-5.53262708491,-5.46592674944,12.1666666667,12.2407407407,12.4444444444,12.1296296296,12.1666666667
10500,-5.24108284842,-5.61145344905,-5.57391477488,-5.46628294187,-5.45966711685,12.2037037037,12.3333333333,12.5925925926,12.2962962963,12.2592592593
10520,-5.30142223736,-5.64596837656,-5.52757702802,-5.43553204424,-5.43648872449,12.0555555556,12.4814814815,12.4074074074,12.3518518519,12.3148148148
10540,-5.29752915364,-5.52987778304,-5.55729381563,-5.43708749548,-5.4750447755,12.037037037,12.3333333333,12.3703703704,12.3148148148,12.2592592593
10560,-5.26368507517,-5.51388948893,-5.6109926428,-5.44171342017,-5.45360756703,12.0555555556,12.2592592593,12.3888888889,12.2592592593,12.2592592593
10580,-5.22580497827,-5.54936634352,-5.52156164569,-5.46697593933,-5.41267602448,12.0925925926,12.4259259259,12.4259259259,12.2777777778,12.4259259259
10600,-5.16692354778,-5.51250873229,-5.56538757339,-5.48429294115,-5.38502876449,11.9259259259,12.3888888889,12.4814814815,12.3333333333,12.3518518519
10620,-5.1931466488,-5.5483208238,-5.52156814678,-5.41267265916,-5.44610990206,11.962962963,12.5,12.5185185185,12.2407407407,12.3703703704
10640,-5.28586913523,-5.46906100059,-5.53597821236,-5.47506537916,-5.44778135632,11.9444444444,12.462962963,12.4814814815,12.2592592593,12.3518518519
10660,-5.30819047,-5.52216824845,-5.55847238855,-5.45277020541,-5.46326313742,12,12.3888888889,12.3888888889,12.3518518519,12.5185185185
10680,-5.3114814345,-5.53407816529,-5.56781381888,-5.50538265889,-5.51467023169,12.1296296296,12.3703703704,12.4074074074,12.3333333333,12.2962962963
10700,-5.29901648951,-5.54443299844,-5.58309089132,-5.56790172942,-5.44776125108,12.2222222222,12.462962963,12.462962963,12.3888888889,12.3333333333
10720,-5.24475217249,-5.56569079793,-5.54380004571,-5.48402418363,-5.43258923001,12.1851851852,12.3888888889,12.6111111111,12.4074074074,12.2037037037
10740,-5.21332295185,-5.5089136595,-5.49263625224,-5.36935698645,-5.41268584972,12.1666666667,12.3703703704,12.462962963,12.3148148148,12.2037037037
10760,-5.32054642901,-5.5086105205,-5.49092952215,-5.45666783652,-5.45059176557,12.0925925926,12.462962963,12.4444444444,12.3703703704,12.2777777778
10780,-5.32257642138,-5.48839446657,-5.50383958237,-5.53212200224,-5.42817713725,12.0185185185,12.4444444444,12.3888888889,12.5,12.4074074074
10800,-5.26021479498,-5.53771242815,-5.48500118576,-5.52062599838,-5.44153127315,12.037037037,12.3518518519,12.462962963,12.3703703704,12.3888888889
10820,-5.36635604635,-5.48525211201,-5.60574141441,-5.41227204869,-5.55169655698,11.9814814815,12.3888888889,12.5,12.3888888889,12.3888888889
10840,-5.28864219925,-5.4574861588,-5.52313566089,-5.52597236773,-5.5105633773,11.9444444444,12.3148148148,12.4259259259,12.3703703704,12.3148148148
10860,-5.28309018619,-5.52756333819,-5.46669109202,-5.50626437551,-5.47582701609,11.9074074074,12.1851851852,12.2962962963,12.3333333333,12.4074074074
10880,-5.27985639463,-5.48019929255,-5.59394866821,-5.4423731944,-5.5330768017,12.0555555556,12.2407407407,12.4074074074,12.2962962963,12.462962963
10900,-5.24888757977,-5.37304166904,-5.52777320777,-5.56020190578,-5.50297718564,11.9814814815,12.2962962963,12.6111111111,12.4444444444,12.3888888889
10920,-5.24036844356,-5.52107883835,-5.49623911876,-5.60095104959,-5.50732251056,12.2222222222,12.2777777778,12.3333333333,12.5185185185,12.3148148148
10940,-5.26220531614,-5.52324895852,-5.56592214341,-5.50496966469,-5.41177266955,12.2222222222,12.2962962963,12.2407407407,12.4074074074,12.2407407407
10960,-5.23006179831,-5.47284039635,-5.5343116921,-5.44942223166,-5.4612907031,12.2592592593,12.2222222222,12.3333333333,12.3888888889,12.2777777778
10980,-5.24735269414,-5.49703886162,-5.5789106218,-5.58250810757,-5.45253573047,12.2222222222,12.2962962963,12.2962962963,12.3703703704,12.3148148148
11000,-5.25194555256,-5.49880460657,-5.62230464794,-5.62267953046,-5.4773781821,12.1851851852,12.3333333333,12.2962962963,12.3333333333,12.3518518519
11020,-5.26575552618,-5.58464669473,-5.49276367973,-5.60376336592,-5.39690661098,12.2222222222,12.3518518519,12.3333333333,12.3333333333,12.5555555556
11040,-5.31146805312,-5.58725894233,-5.60923418762,-5.53167749019,-5.41076410185,12.1481481481,12.2407407407,12.3518518519,12.2962962963,12.4259259259
11060,-5.33554961607,-5.5714125581,-5.65149443662,-5.57649624329,-5.34425534838,12.0185185185,12.2222222222,12.3703703704,12.2962962963,12.3518518519
11080,-5.30603981797,-5.52602943174,-5.6841147717,-5.51964680794,-5.39003542815,12.0925925926,12.3148148148,12.3333333333,12.4444444444,12.1481481481
11100,-5.27041261523,-5.47205525155,-5.67443908481,-5.54979083843,-5.41710833957,12.0185185185,12.1851851852,12.3703703704,12.3703703704,12.2037037037
11120,-5.35165220555,-5.54279625347,-5.59142963658,-5.50528957882,-5.40473530192,12.037037037,12.3148148148,12.2777777778,12.462962963,12.1851851852
11140,-5.33865310246,-5.5432278811,-5.554020938,-5.56530347528,-5.42578306957,11.962962963,12.4259259259,12.2962962963,12.462962963,12.2222222222
11160,-5.36318534201,-5.46646434251,-5.57377938711,-5.56642832119,-5.41109605253,12.0925925926,12.4074074074,12.2407407407,12.3148148148,12.2962962963
11180,-5.32405707567,-5.43604092539,-5.54945964695,-5.4674091296,-5.30979674458,12.2222222222,12.4259259259,12.2592592593,12.2962962963,12.3703703704
11200,-5.23101735503,-5.44401824225,-5.51519987666,-5.47961564772,-5.35160000782,12.0555555556,12.4074074074,12.4259259259,12.2407407407,12.3703703704
11220,-5.28671395113,-5.44358074628,-5.59598844715,-5.60722630615,-5.54958567436,12.0740740741,12.2037037037,12.537037037,12.2777777778,12.1851851852
11240,-5.27677318725,-5.46042346019,-5.63559394036,-5.52503284173,-5.51045179537,11.9444444444,12.3333333333,12.5925925926,12.2777777778,12.0740740741
11260,-5.31063382311,-5.47252416622,-5.59870752892,-5.49604226096,-5.44650919042,11.8148148148,12.3148148148,12.6111111111,12.3518518519,12.2222222222
11280,-5.26413733488,-5.4439997384,-5.49122110452,-5.56578891702,-5.39685100472,11.9444444444,12.1666666667,12.3703703704,12.3333333333,12.2037037037
11300,-5.2726811793,-5.41130352498,-5.5252681326,-5.53090169848,-5.48889811526,11.962962963,12.4074074074,12.5185185185,12.1666666667,12.2222222222
11320,-5.36401654396,-5.47777049527,-5.5104623536,-5.46832387978,-5.53865794871,11.9074074074,12.3888888889,12.462962963,12.2222222222,12.2777777778
11340,-5.19828761129,-5.50896715349,-5.5753376051,-5.51245648349,-5.43546238575,11.9259259259,12.4259259259,12.537037037,12.3148148148,12.2962962963
11360,-5.136263012,-5.51348914211,-5.60774236466,-5.62919504475,-5.4469385944,12.0555555556,12.3888888889,12.4074074074,12.3333333333,12.3518518519
11380,-5.1943667923,-5.51471789958,-5.54671030065,-5.61333513507,-5.53396542173,12.1666666667,12.3148148148,12.3703703704,12.5,12.2962962963
11400,-5.21149169504,-5.37408882114,-5.61710468433,-5.48465862874,-5.55042827756,12.1851851852,12.2592592593,12.3518518519,12.5740740741,12.2962962963
11420,-5.31649311117,-5.37242582226,-5.57087153714,-5.44971063257,-5.47294090911,12.1481481481,12.2592592593,12.4444444444,12.6666666667,12.4074074074
11440,-5.18257757121,-5.40734015588,-5.4953033996,-5.56122813906,-5.44288431022,12.0925925926,12.2222222222,12.3333333333,12.5185185185,12.5
11460,-5.09869244966,-5.49142023279,-5.50916618445,-5.64446869031,-5.43029022465,11.962962963,12.1481481481,12.3333333333,12.5185185185,12.3888888889
11480,-5.16604310711,-5.48927945277,-5.57942409145,-5.65902227664,-5.48361347893,11.8888888889,12.3333333333,12.3703703704,12.4259259259,12.4814814815
11500,-5.18901853478,-5.57391666597,-5.55416051937,-5.6314367763,-5.45155609691,11.8518518519,12.4074074074,12.4074074074,12.4259259259,12.5
11520,-5.17199276626,-5.60831319129,-5.5368629789,-5.62387891425,-5.46979598629,12,12.4444444444,12.3703703704,12.3333333333,12.3888888889
11540,-5.10889387129,-5.52082676542,-5.49563160813,-5.59522294618,-5.54030947861,12.1296296296,12.3148148148,12.4074074074,12.2592592593,12.4259259259
11560,-5.18164342606,-5.53567303273,-5.55289729714,-5.58302779415,-5.55344884959,12.0185185185,12.2407407407,12.3518518519,12.2592592593,12.3888888889
11580,-5.13944704164,-5.58392477098,-5.57504996449,-5.57294824568,-5.5547061546,12.0740740741,12.4259259259,12.5,12.3333333333,12.3703703704
11600,-5.25731974179,-5.55884566219,-5.58129823519,-5.5015646295,-5.55977872298,11.962962963,12.4444444444,12.537037037,12.5555555556,12.537037037
11620,-5.22921660373,-5.54806631803,-5.48859699832,-5.58879493496,-5.53420179844,12.0925925926,12.3703703704,12.4259259259,12.6296296296,12.4074074074
11640,-5.24119479733,-5.47623113285,-5.50571517384,-5.59395955401,-5.45275070346,12.1296296296,12.462962963,12.5,12.6296296296,12.3703703704
11660,-5.17083675823,-5.48451453953,-5.58326660566,-5.62355742716,-5.44142191121,11.9259259259,12.3703703704,12.3518518519,12.537037037,12.3148148148
11680,-5.21180591,-5.57930035589,-5.55337367274,-5.6987541139,-5.4804634046,11.8148148148,12.2777777778,12.3148148148,12.462962963,12.2962962963
11700,-5.17834719418,-5.58800340187,-5.64190716288,-5.64855495168,-5.47600674938,11.8333333333,12.3703703704,12.2592592593,12.4259259259,12.2037037037
11720,-5.16981022157,-5.51072390716,-5.56305793603,-5.61045219919,-5.47038247734,11.7777777778,12.3518518519,12.1481481481,12.5185185185,12.3148148148
11740,-5.12005580683,-5.47250456942,-5.55095263123,-5.64200807498,-5.52741603245,11.7777777778,12.3703703704,12.2777777778,12.5,12.3333333333
11760,-5.15092919795,-5.5205370913,-5.62698758448,-5.70470070141,-5.58570541944,11.9074074074,12.3703703704,12.2592592593,12.462962963,12.2222222222
11780,-5.22773157349,-5.53045704043,-5.53791520454,-5.67628934416,-5.48803923781,11.8148148148,12.3518518519,12.2962962963,12.4259259259,12.2962962963
11800,-5.21270534742,-5.51047497251,-5.5264216964,-5.60086208725,-5.42600314025,11.9444444444,12.3703703704,12.2962962963,12.4814814815,12.2407407407
11820,-5.20005802445,-5.53065891163,-5.5691004935,-5.57713419062,-5.41910151127,11.8148148148,12.4074074074,12.2962962963,12.3888888889,12.2592592593
11840,-5.1653873291,-5.56694362004,-5.58661912962,-5.61379726937,-5.51639404575,11.8888888889,12.4814814815,12.2777777778,12.4259259259,12.4074074074
11860,-5.22082818106,-5.52864191784,-5.548936214,-5.6298835451,-5.48579585713,11.8888888889,12.5,12.2962962963,12.3518518519,12.4814814815
11880,-5.23263143857,-5.50024504989,-5.55699020654,-5.61280186367,-5.5335612025,11.8333333333,12.5,12.3333333333,12.3518518519,12.4814814815
11900,-5.2181744685,-5.55245919481,-5.54624301048,-5.54805918845,-5.52331324042,11.8333333333,12.5185185185,12.2962962963,12.2037037037,12.462962963
11920,-5.17371143142,-5.56405092732,-5.49419472075,-5.57019791483,-5.50284520137,11.7407407407,12.5185185185,12.2962962963,12.2777777778,12.2962962963
11940,-5.17921480109,-5.60598633575,-5.56436880615,-5.62471975688,-5.44753273345,11.7962962963,12.5555555556,12.3333333333,12.2962962963,12.3148148148
11960,-5.16177132781,-5.57928716892,-5.59641382943,-5.62351850646,-5.58089278244,11.7777777778,12.4814814815,12.3333333333,12.1666666667,12.2777777778
11980,-5.22599804661,-5.50459874,-5.60815070371,-5.56271135861,-5.57488901598,11.9444444444,12.3333333333,12.2777777778,12.1481481481,12.3703703704
12000,-5.26059865503,-5.48852487166,-5.53007885379,-5.54478166316,-5.57221274917,12,12.462962963,12.1851851852,12.1481481481,12.3888888889
